0 0 0
1 -6.08666 2.18418
2 -1.0817 2.16606
3 0.162957 2.28143
4 -2.59144 2.40039
5 0.227269 1.64
6 1.89627 1.95845
7 -0.240324 1.76798
8 1.23267 1.65276
9 2.3191 1.58914
10 2.21154 1.46024
11 1.88165 2.12671
12 1.98407 2.31538
13 1.96734 1.62198
14 2.06061 1.50345
15 2.32963 1.72138
16 -4.41274 2.03743
17 -0.69338 1.95499
18 2.90765 1.91398
19 -1.18059 2.04211
20 1.40824 1.77925
21 1.47772 1.72132
22 1.68431 1.92317
23 -1.11402 1.67977
24 -2.63563 1.96968
25 1.13856 2.05617
26 1.8819 1.85213
27 -0.346906 2.12154
28 0.292068 2.36414
29 1.38259 1.60107
30 1.4324 1.66254
31 -0.63184 1.64916
32 0.84769 1.48692
33 -2.85478 1.32964
34 0.0542832 2.0235
35 -1.41535 2.25616
36 -0.540474 1.94797
37 -1.84023 1.97016
38 2.52717 1.54315
39 0.859761 1.20841
40 1.25969 1.31389
41 2.40322 1.79265
42 -2.02009 1.41668
43 3.82979 1.98433
44 0.530574 1.99318
45 1.46618 1.82509
46 -2.38249 1.75219
47 -0.348814 1.73987
48 3.27658 1.2568
49 0.776287 1.69071
50 0.659747 1.30056
51 -3.21836 2.09833
52 1.75134 2.12954
53 -2.89793 1.48961
54 -0.949662 2.37619
55 1.22922 1.44755
56 0.280479 1.29006
57 0.739294 1.68821
58 -2.98088 1.76503
59 -1.91812 1.99895
60 -1.70772 1.49039
61 -1.21172 1.7294
62 2.23755 1.75902
63 1.74903 1.46948
64 1.99583 1.80656
65 -1.40902 2.04401
66 0.414751 2.68643
67 -0.36381 1.74714
68 1.84905 1.60625
69 1.03482 1.73748
70 -3.48929 2.01105
71 1.84154 1.45673
72 0.0340059 1.97626
73 1.37956 1.97726
74 1.96733 2.04246
75 -0.0460003 2.14374
76 -0.180471 1.70735
77 -1.98855 2.06624
78 -1.12474 1.79775
79 1.19271 1.3847
80 -4.09625 1.82306
81 1.18311 1.34788
82 1.06345 1.89563
83 -0.295022 1.65791
84 -2.4886 1.87371
85 0.303852 1.97657
86 4.61482 1.41406
87 1.16657 1.3694
88 -0.308457 1.34078
89 -2.77579 1.69143
90 1.7256 2.84259
91 0.922993 1.5361
92 0.133747 1.86969
93 -1.34082 1.985
94 -0.50625 1.49953
95 -2.47123 2.5555
96 -1.36174 1.53434
97 -0.867496 1.66126
98 3.01925 1.64636
99 0.166727 2.33151
100 1.32817 1.43325
101 1.78894 1.48396
102 -3.96261 1.48968
103 -1.95896 2.30844
104 1.17771 1.5995
105 1.70691 1.20492
106 -0.0820407 2.22175
107 3.64554 1.47868
108 1.03114 1.35903
109 3.12876 1.67979
110 -3.86214 2.31083
111 2.52903 2.23359
112 -3.62316 1.91285
113 4.33988 2.04765
114 -0.358815 1.80301
115 -2.35423 1.75192
116 0.651739 1.62446
117 0.405125 1.40268
118 -0.765002 1.69248
119 1.32876 1.79774
120 1.76251 1.67447
121 2.26084 2.06518
122 0.54309 2.02014
123 -1.39564 1.86684
124 -0.233036 2.42595
125 0.32297 1.17058
126 0.407031 1.57431
127 -0.794375 1.96551
128 -0.273232 2.1337
129 0.927395 1.76556
130 -0.961573 1.75644
131 1.60557 1.43523
132 1.23391 1.24737
133 -0.423246 2.18795
134 1.0509 1.98252
135 4.34516 1.76021
136 -1.31261 1.58837
137 0.797925 2.16532
138 1.50331 1.35779
139 1.82581 2.23384
140 -0.683672 2.04275
141 2.14604 2.4871
142 -0.0957449 1.96706
143 -0.128803 1.60849
144 -1.64733 1.97441
145 -0.692849 2.21412
146 2.81748 2.04459
147 -0.785958 2.18612
148 0.160716 1.59846
149 1.62401 1.25915
150 -1.32362 2.10849
151 1.32163 1.62839
152 1.64227 1.78512
153 -1.83201 1.31773
154 -1.12544 1.60944
155 -1.4882 1.73675
156 2.43744 2.26228
157 0.994441 1.44284
158 1.26242 1.62772
159 2.73929 1.77814
160 -1.57951 1.8532
161 -1.82668 1.97837
162 0.374145 1.46926
163 0.962487 1.94411
164 -0.187778 1.97103
165 -3.98102 2.27947
166 1.2724 1.84167
167 3.58831 1.69612
168 0.134679 1.19993
169 0.84902 1.55834
170 2.15153 1.85101
171 -0.693114 1.68074
172 0.180753 2.33471
173 0.65196 1.25847
174 0.143911 1.65651
175 2.50872 1.17623
176 -5.05091 2.06095
177 -0.761867 1.61303
178 -0.812311 2.479
179 0.964129 2.02695
180 2.6396 1.58701
181 3.15335 1.68662
182 2.88684 1.80898
183 -2.57475 1.47721
184 2.23602 1.19562
185 -0.948903 1.90746
186 -0.994901 2.54267
