-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 8.19672e-06 7.98918e-06
-2.7125 3.27869e-05 3.19567e-05
-2.6875 4.09836e-05 2.80969e-05
-2.6625 6.55738e-05 4.549e-05
-2.6375 2.45902e-05 1.74842e-05
-2.6125 5.7377e-05 2.90377e-05
-2.5875 0.000106557 6.68674e-05
-2.5625 8.19672e-05 5.11885e-05
-2.5375 0.000131148 7.38615e-05
-2.5125 0.000172131 0.00010334
-2.4875 0.000254098 0.000122389
-2.4625 0.000459016 0.000142255
-2.4375 0.000377049 0.000105033
-2.4125 0.000737705 0.000168183
-2.3875 0.00105738 0.000222213
-2.3625 0.0015 0.00032813
-2.3375 0.00169672 0.00031454
-2.3125 0.00214754 0.000321642
-2.2875 0.0027377 0.000353145
-2.2625 0.00368033 0.000337258
-2.2375 0.00481967 0.000430527
-2.2125 0.00527869 0.000431182
-2.1875 0.00718852 0.000639373
-2.1625 0.00897541 0.000834044
-2.1375 0.0105738 0.000748419
-2.1125 0.0123115 0.000735415
-2.0875 0.0146885 0.00077626
-2.0625 0.0166885 0.00103328
-2.0375 0.0199344 0.00104252
