0 0 0
1 0.208 0.127502
2 0.421686 0.120977
3 0.214611 0.152215
4 0.0572107 0.127271
5 0.303154 0.161795
6 0.030405 0.157132
7 0.23983 0.162775
8 0.21429 0.120751
9 0.45088 0.127623
10 0.51375 0.141719
11 0.348222 0.119116
12 0.236853 0.178132
13 0.0898613 0.148582
14 0.31721 0.151104
15 0.311017 0.100498
16 0.26276 0.121099
17 0.0810173 0.123689
18 0.380348 0.108613
19 0.551918 0.111377
20 0.41954 0.114656
21 0.360968 0.128325
22 0.133233 0.114683
23 0.21954 0.154822
24 0.101913 0.113977
25 0.103186 0.123729
26 0.174792 0.130459
27 0.543314 0.096645
28 0.462804 0.137187
29 0.284207 0.138049
30 0.32443 0.122646
31 0.10704 0.146137
32 0.511578 0.108174
33 0.334759 0.119222
34 0.32152 0.117695
35 0.326232 0.109711
36 0.509321 0.0928136
37 0.220409 0.16308
38 0.255961 0.117827
39 0.432405 0.117956
40 0.517152 0.13132
41 0.115156 0.113282
42 0.397223 0.141957
43 0.331424 0.115558
44 0.197021 0.117102
45 0.331163 0.123348
46 0.149861 0.164864
47 0.0914085 0.139792
48 0.326817 0.137079
49 0.49335 0.109926
50 0.184122 0.119588
51 0.140788 0.0931952
52 0.433458 0.106866
53 0.337778 0.0841347
54 0.213525 0.123203
55 0.285818 0.0721769
56 0.221667 0.106327
57 0.252561 0.114154
58 0.250342 0.118008
59 0.144814 0.121185
60 0.183657 0.0962351
61 0.283051 0.156495
62 0.195763 0.183276
63 0.558065 0.125625
64 0.238275 0.138013
65 -0.00499423 0.168673
66 0.470291 0.10535
67 0.189261 0.153379
68 0.459253 0.137479
69 0.548173 0.104993
70 0.516984 0.197025
71 0.364452 0.13908
72 0.379066 0.152152
73 0.464147 0.152199
74 0.303 0.175016
75 0.524305 0.102263
76 0.263042 0.156956
77 0.496912 0.159872
78 0.208768 0.156534
79 -0.0181888 0.15959
80 0.346037 0.153522
81 0.392057 0.152644
82 0.268196 0.143825
83 0.228819 0.167608
84 0.406791 0.144944
85 -0.0637345 0.11809
86 0.353037 0.1908
87 0.201559 0.127349
88 0.152301 0.135722
89 0.490348 0.143749
90 0.361668 0.143139
91 0.681188 0.15278
92 0.307113 0.147198
93 0.350683 0.119721
94 0.339701 0.126028
95 0.109892 0.131164
96 0.481687 0.13287
97 0.215376 0.137822
98 0.277954 0.111094
99 0.323212 0.118291
100 0.480772 0.100336
101 0.337302 0.115991
102 0.177222 0.134341
103 0.26242 0.136338
104 0.417276 0.122123
105 0.12182 0.157621
106 0.300437 0.115157
107 0.449395 0.130836
108 0.259032 0.109608
109 0.204693 0.113708
110 0.271771 0.144695
111 0.271874 0.125348
112 0.357475 0.102171
113 0.455658 0.106746
114 0.381025 0.112718
115 0.343665 0.110881
116 0.335076 0.0917736
117 0.475518 0.120149
118 0.384316 0.0972769
119 0.60223 0.102877
